"car_name_year"	"origin"	"specification"	"value"
"ford escort 2h_81"	"domestic"	"horsepower"	65
"volkswagen jetta_81"	"Europe"	"horsepower"	74
"honda prelude_81"	"Asia"	"horsepower"	75
"toyota corolla_81"	"Asia"	"horsepower"	75
"datsun 200sx_81"	"Asia"	"horsepower"	100
"mazda 626_81"	"Asia"	"horsepower"	74
"peugeot 505s turbo diesel_81"	"Europe"	"horsepower"	80
"volvo diesel_81"	"Europe"	"horsepower"	76
"toyota cressida_81"	"Asia"	"horsepower"	116
"datsun 810 maxima_81"	"Asia"	"horsepower"	120
"buick century_81"	"domestic"	"horsepower"	110
"oldsmobile cutlass ls_81"	"domestic"	"horsepower"	105
"ford granada gl_81"	"domestic"	"horsepower"	88
"chrysler lebaron salon_81"	"domestic"	"horsepower"	85
"chevrolet cavalier_82"	"domestic"	"horsepower"	88
"chevrolet cavalier wagon_82"	"domestic"	"horsepower"	88
"chevrolet cavalier 2-door_82"	"domestic"	"horsepower"	88
"pontiac j2000 se hatchback_82"	"domestic"	"horsepower"	85
"dodge aries se_82"	"domestic"	"horsepower"	84
"pontiac phoenix_82"	"domestic"	"horsepower"	90
"ford fairmont futura_82"	"domestic"	"horsepower"	92
"volkswagen rabbit l_82"	"Europe"	"horsepower"	74
"mazda glc custom l_82"	"Asia"	"horsepower"	68
"mazda glc custom_82"	"Asia"	"horsepower"	68
"plymouth horizon miser_82"	"domestic"	"horsepower"	63
"mercury lynx l_82"	"domestic"	"horsepower"	70
"nissan stanza xe_82"	"Asia"	"horsepower"	88
"honda accord_82"	"Asia"	"horsepower"	75
"toyota corolla_82"	"Asia"	"horsepower"	70
"honda civic_82"	"Asia"	"horsepower"	67
"honda civic (auto)_82"	"Asia"	"horsepower"	67
"datsun 310 gx_82"	"Asia"	"horsepower"	67
"buick century limited_82"	"domestic"	"horsepower"	110
"oldsmobile cutlass ciera (diesel)_82"	"domestic"	"horsepower"	85
"chrysler lebaron medallion_82"	"domestic"	"horsepower"	92
"ford granada l_82"	"domestic"	"horsepower"	112
"toyota celica gt_82"	"Asia"	"horsepower"	96
"dodge charger 2.2_82"	"domestic"	"horsepower"	84
"chevrolet camaro_82"	"domestic"	"horsepower"	90
"ford mustang gl_82"	"domestic"	"horsepower"	86
"vw pickup_82"	"Europe"	"horsepower"	52
"dodge rampage_82"	"domestic"	"horsepower"	84
"ford ranger_82"	"domestic"	"horsepower"	79
"chevy s-10_82"	"domestic"	"horsepower"	82
"chevrolet chevelle malibu_70"	"domestic"	"weight"	3504
"buick skylark 320_70"	"domestic"	"weight"	3693
"plymouth satellite_70"	"domestic"	"weight"	3436
"amc rebel sst_70"	"domestic"	"weight"	3433
"ford torino_70"	"domestic"	"weight"	3449
"ford galaxie 500_70"	"domestic"	"weight"	4341
"chevrolet impala_70"	"domestic"	"weight"	4354
"plymouth fury iii_70"	"domestic"	"weight"	4312
"pontiac catalina_70"	"domestic"	"weight"	4425
"amc ambassador dpl_70"	"domestic"	"weight"	3850
"dodge challenger se_70"	"domestic"	"weight"	3563
"plymouth 'cuda 340_70"	"domestic"	"weight"	3609
"chevrolet monte carlo_70"	"domestic"	"weight"	3761
"buick estate wagon (sw)_70"	"domestic"	"weight"	3086
"toyota corona mark ii_70"	"Asia"	"weight"	2372
"plymouth duster_70"	"domestic"	"weight"	2833
"amc hornet_70"	"domestic"	"weight"	2774
"ford maverick_70"	"domestic"	"weight"	2587
"datsun pl510_70"	"Asia"	"weight"	2130
"volkswagen 1131 deluxe sedan_70"	"Europe"	"weight"	1835
"peugeot 504_70"	"Europe"	"weight"	2672
"audi 100 ls_70"	"Europe"	"weight"	2430
"saab 99e_70"	"Europe"	"weight"	2375
"bmw 2002_70"	"Europe"	"weight"	2234
"amc gremlin_70"	"domestic"	"weight"	2648
"ford f250_70"	"domestic"	"weight"	4615
"chevy c20_70"	"domestic"	"weight"	4376
"dodge d200_70"	"domestic"	"weight"	4382
"hi 1200d_70"	"domestic"	"weight"	4732
"datsun pl510_71"	"Asia"	"weight"	2130
"chevrolet vega 2300_71"	"domestic"	"weight"	2264
"toyota corona_71"	"Asia"	"weight"	2228
"ford pinto_71"	"domestic"	"weight"	2046
"amc gremlin_71"	"domestic"	"weight"	2634
"plymouth satellite custom_71"	"domestic"	"weight"	3439
"chevrolet chevelle malibu_71"	"domestic"	"weight"	3329
"ford torino 500_71"	"domestic"	"weight"	3302
"amc matador_71"	"domestic"	"weight"	3288
"chevrolet impala_71"	"domestic"	"weight"	4209
"pontiac catalina brougham_71"	"domestic"	"weight"	4464
"ford galaxie 500_71"	"domestic"	"weight"	4154
"plymouth fury iii_71"	"domestic"	"weight"	4096
"dodge monaco (sw)_71"	"domestic"	"weight"	4955
"ford country squire (sw)_71"	"domestic"	"weight"	4746
"pontiac safari (sw)_71"	"domestic"	"weight"	5140
"amc hornet sportabout (sw)_71"	"domestic"	"weight"	2962
"chevrolet vega (sw)_71"	"domestic"	"weight"	2408
"pontiac firebird_71"	"domestic"	"weight"	3282
"ford mustang_71"	"domestic"	"weight"	3139
"mercury capri 2000_71"	"domestic"	"weight"	2220
"opel 1900_71"	"Europe"	"weight"	2123
"peugeot 304_71"	"Europe"	"weight"	2074
"fiat 124b_71"	"Europe"	"weight"	2065
"toyota corolla 1200_71"	"Asia"	"weight"	1773
"datsun 1200_71"	"Asia"	"weight"	1613
"volkswagen model 111_71"	"Europe"	"weight"	1834
"plymouth cricket_71"	"domestic"	"weight"	1955
"toyota corona hardtop_72"	"Asia"	"weight"	2278
"dodge colt hardtop_72"	"domestic"	"weight"	2126
"volkswagen type 3_72"	"Europe"	"weight"	2254
"chevrolet vega_72"	"domestic"	"weight"	2408
"ford pinto runabout_72"	"domestic"	"weight"	2226
"chevrolet impala_72"	"domestic"	"weight"	4274
"pontiac catalina_72"	"domestic"	"weight"	4385
"plymouth fury iii_72"	"domestic"	"weight"	4135
"ford galaxie 500_72"	"domestic"	"weight"	4129
"amc ambassador sst_72"	"domestic"	"weight"	3672
"mercury marquis_72"	"domestic"	"weight"	4633
"buick lesabre custom_72"	"domestic"	"weight"	4502
"oldsmobile delta 88 royale_72"	"domestic"	"weight"	4456
"chrysler newport royal_72"	"domestic"	"weight"	4422
"mazda rx2 coupe_72"	"Asia"	"weight"	2330
"amc matador (sw)_72"	"domestic"	"weight"	3892
"chevrolet chevelle concours (sw)_72"	"domestic"	"weight"	4098
"ford gran torino (sw)_72"	"domestic"	"weight"	4294
"plymouth satellite custom (sw)_72"	"domestic"	"weight"	4077
"volvo 145e (sw)_72"	"Europe"	"weight"	2933
"volkswagen 411 (sw)_72"	"Europe"	"weight"	2511
"peugeot 504 (sw)_72"	"Europe"	"weight"	2979
"renault 12 (sw)_72"	"Europe"	"weight"	2189
"ford pinto (sw)_72"	"domestic"	"weight"	2395
"datsun 510 (sw)_72"	"Asia"	"weight"	2288
"toyouta corona mark ii (sw)_72"	"Asia"	"weight"	2506
"dodge colt (sw)_72"	"domestic"	"weight"	2164
"toyota corolla 1600 (sw)_72"	"Asia"	"weight"	2100
"buick century 350_73"	"domestic"	"weight"	4100
"amc matador_73"	"domestic"	"weight"	3672
"chevrolet malibu_73"	"domestic"	"weight"	3988
"ford gran torino_73"	"domestic"	"weight"	4042
"dodge coronet custom_73"	"domestic"	"weight"	3777
"mercury marquis brougham_73"	"domestic"	"weight"	4952
"chevrolet caprice classic_73"	"domestic"	"weight"	4464
"ford ltd_73"	"domestic"	"weight"	4363
"plymouth fury gran sedan_73"	"domestic"	"weight"	4237
"chrysler new yorker brougham_73"	"domestic"	"weight"	4735
"buick electra 225 custom_73"	"domestic"	"weight"	4951
"amc ambassador brougham_73"	"domestic"	"weight"	3821
"plymouth valiant_73"	"domestic"	"weight"	3121
"chevrolet nova custom_73"	"domestic"	"weight"	3278
"amc hornet_73"	"domestic"	"weight"	2945
"ford maverick_73"	"domestic"	"weight"	3021
"plymouth duster_73"	"domestic"	"weight"	2904
"volkswagen super beetle_73"	"Europe"	"weight"	1950
"chevrolet impala_73"	"domestic"	"weight"	4997
"ford country_73"	"domestic"	"weight"	4906
"plymouth custom suburb_73"	"domestic"	"weight"	4654
"oldsmobile vista cruiser_73"	"domestic"	"weight"	4499
"amc gremlin_73"	"domestic"	"weight"	2789
"toyota carina_73"	"Asia"	"weight"	2279
"chevrolet vega_73"	"domestic"	"weight"	2401
"datsun 610_73"	"Asia"	"weight"	2379
"maxda rx3_73"	"Asia"	"weight"	2124
"ford pinto_73"	"domestic"	"weight"	2310
"mercury capri v6_73"	"domestic"	"weight"	2472
"fiat 124 sport coupe_73"	"Europe"	"weight"	2265
"chevrolet monte carlo s_73"	"domestic"	"weight"	4082
"pontiac grand prix_73"	"domestic"	"weight"	4278
"fiat 128_73"	"Europe"	"weight"	1867
"opel manta_73"	"Europe"	"weight"	2158
"audi 100ls_73"	"Europe"	"weight"	2582
"volvo 144ea_73"	"Europe"	"weight"	2868
"dodge dart custom_73"	"domestic"	"weight"	3399
"saab 99le_73"	"Europe"	"weight"	2660
"toyota mark ii_73"	"Asia"	"weight"	2807
"oldsmobile omega_73"	"domestic"	"weight"	3664
"plymouth duster_74"	"domestic"	"weight"	3102
"ford maverick_74"	"domestic"	"weight"	2875
"amc hornet_74"	"domestic"	"weight"	2901
"chevrolet nova_74"	"domestic"	"weight"	3336
"datsun b210_74"	"Asia"	"weight"	1950
"ford pinto_74"	"domestic"	"weight"	2451
"toyota corolla 1200_74"	"Asia"	"weight"	1836
"chevrolet vega_74"	"domestic"	"weight"	2542
"chevrolet chevelle malibu classic_74"	"domestic"	"weight"	3781
"amc matador_74"	"domestic"	"weight"	3632
"plymouth satellite sebring_74"	"domestic"	"weight"	3613
"ford gran torino_74"	"domestic"	"weight"	4141
"buick century luxus (sw)_74"	"domestic"	"weight"	4699
"dodge coronet custom (sw)_74"	"domestic"	"weight"	4457
"ford gran torino (sw)_74"	"domestic"	"weight"	4638
"amc matador (sw)_74"	"domestic"	"weight"	4257
"audi fox_74"	"Europe"	"weight"	2219
"volkswagen dasher_74"	"Europe"	"weight"	1963
"opel manta_74"	"Europe"	"weight"	2300
"toyota corona_74"	"Asia"	"weight"	1649
"datsun 710_74"	"Asia"	"weight"	2003
"dodge colt_74"	"domestic"	"weight"	2125
"fiat 128_74"	"Europe"	"weight"	2108
"fiat 124 tc_74"	"Europe"	"weight"	2246
"honda civic_74"	"Asia"	"weight"	2489
"subaru_74"	"Asia"	"weight"	2391
"fiat x1.9_74"	"Europe"	"weight"	2000
"plymouth valiant custom_75"	"domestic"	"weight"	3264
"chevrolet nova_75"	"domestic"	"weight"	3459
"mercury monarch_75"	"domestic"	"weight"	3432
"ford maverick_75"	"domestic"	"weight"	3158
"pontiac catalina_75"	"domestic"	"weight"	4668
"chevrolet bel air_75"	"domestic"	"weight"	4440
"plymouth grand fury_75"	"domestic"	"weight"	4498
"ford ltd_75"	"domestic"	"weight"	4657
"buick century_75"	"domestic"	"weight"	3907
"chevroelt chevelle malibu_75"	"domestic"	"weight"	3897
"amc matador_75"	"domestic"	"weight"	3730
"plymouth fury_75"	"domestic"	"weight"	3785
"buick skyhawk_75"	"domestic"	"weight"	3039
"chevrolet monza 2+2_75"	"domestic"	"weight"	3221
"ford mustang ii_75"	"domestic"	"weight"	3169
"toyota corolla_75"	"Asia"	"weight"	2171
"ford pinto_75"	"domestic"	"weight"	2639
"amc gremlin_75"	"domestic"	"weight"	2914
"pontiac astro_75"	"domestic"	"weight"	2592
"toyota corona_75"	"Asia"	"weight"	2702
"volkswagen dasher_75"	"Europe"	"weight"	2223
"datsun 710_75"	"Asia"	"weight"	2545
"volkswagen rabbit_75"	"Europe"	"weight"	1937
"amc pacer_75"	"domestic"	"weight"	3211
"audi 100ls_75"	"Europe"	"weight"	2694
"peugeot 504_75"	"Europe"	"weight"	2957
"volvo 244dl_75"	"Europe"	"weight"	2945
"saab 99le_75"	"Europe"	"weight"	2671
"honda civic cvcc_75"	"Asia"	"weight"	1795
"fiat 131_76"	"Europe"	"weight"	2464
"opel 1900_76"	"Europe"	"weight"	2220
"capri ii_76"	"domestic"	"weight"	2572
"dodge colt_76"	"domestic"	"weight"	2255
"renault 12tl_76"	"Europe"	"weight"	2202
"chevrolet chevelle malibu classic_76"	"domestic"	"weight"	4215
"dodge coronet brougham_76"	"domestic"	"weight"	4190
"amc matador_76"	"domestic"	"weight"	3962
"ford gran torino_76"	"domestic"	"weight"	4215
"plymouth valiant_76"	"domestic"	"weight"	3233
"chevrolet nova_76"	"domestic"	"weight"	3353
"ford maverick_76"	"domestic"	"weight"	3012
"amc hornet_76"	"domestic"	"weight"	3085
"chevrolet chevette_76"	"domestic"	"weight"	2035
"chevrolet woody_76"	"domestic"	"weight"	2164
"vw rabbit_76"	"Europe"	"weight"	1937
"honda civic_76"	"Asia"	"weight"	1795
"dodge aspen se_76"	"domestic"	"weight"	3651
"ford granada ghia_76"	"domestic"	"weight"	3574
"pontiac ventura sj_76"	"domestic"	"weight"	3645
"amc pacer d/l_76"	"domestic"	"weight"	3193
"volkswagen rabbit_76"	"Europe"	"weight"	1825
"datsun b-210_76"	"Asia"	"weight"	1990
"toyota corolla_76"	"Asia"	"weight"	2155
"ford pinto_76"	"domestic"	"weight"	2565
"volvo 245_76"	"Europe"	"weight"	3150
"plymouth volare premier v8_76"	"domestic"	"weight"	3940
"peugeot 504_76"	"Europe"	"weight"	3270
"toyota mark ii_76"	"Asia"	"weight"	2930
"mercedes-benz 280s_76"	"Europe"	"weight"	3820
"cadillac seville_76"	"domestic"	"weight"	4380
"chevy c10_76"	"domestic"	"weight"	4055
"ford f108_76"	"domestic"	"weight"	3870
"dodge d100_76"	"domestic"	"weight"	3755
"honda accord cvcc_77"	"Asia"	"weight"	2045
"buick opel isuzu deluxe_77"	"domestic"	"weight"	2155
"renault 5 gtl_77"	"Europe"	"weight"	1825
"plymouth arrow gs_77"	"domestic"	"weight"	2300
"datsun f-10 hatchback_77"	"Asia"	"weight"	1945
"chevrolet caprice classic_77"	"domestic"	"weight"	3880
"oldsmobile cutlass supreme_77"	"domestic"	"weight"	4060
"dodge monaco brougham_77"	"domestic"	"weight"	4140
"mercury cougar brougham_77"	"domestic"	"weight"	4295
"chevrolet concours_77"	"domestic"	"weight"	3520
"buick skylark_77"	"domestic"	"weight"	3425
"plymouth volare custom_77"	"domestic"	"weight"	3630
"ford granada_77"	"domestic"	"weight"	3525
"pontiac grand prix lj_77"	"domestic"	"weight"	4220
"chevrolet monte carlo landau_77"	"domestic"	"weight"	4165
"chrysler cordoba_77"	"domestic"	"weight"	4325
"ford thunderbird_77"	"domestic"	"weight"	4335
"volkswagen rabbit custom_77"	"Europe"	"weight"	1940
"pontiac sunbird coupe_77"	"domestic"	"weight"	2740
"toyota corolla liftback_77"	"Asia"	"weight"	2265
"ford mustang ii 2+2_77"	"domestic"	"weight"	2755
"chevrolet chevette_77"	"domestic"	"weight"	2051
"dodge colt m/m_77"	"domestic"	"weight"	2075
"subaru dl_77"	"Asia"	"weight"	1985
"volkswagen dasher_77"	"Europe"	"weight"	2190
"datsun 810_77"	"Asia"	"weight"	2815
"bmw 320i_77"	"Europe"	"weight"	2600
"mazda rx-4_77"	"Asia"	"weight"	2720
"volkswagen rabbit custom diesel_78"	"Europe"	"weight"	1985
"ford fiesta_78"	"domestic"	"weight"	1800
"mazda glc deluxe_78"	"Asia"	"weight"	1985
"datsun b210 gx_78"	"Asia"	"weight"	2070
"honda civic cvcc_78"	"Asia"	"weight"	1800
"oldsmobile cutlass salon brougham_78"	"domestic"	"weight"	3365
"dodge diplomat_78"	"domestic"	"weight"	3735
"mercury monarch ghia_78"	"domestic"	"weight"	3570
"pontiac phoenix lj_78"	"domestic"	"weight"	3535
"chevrolet malibu_78"	"domestic"	"weight"	3155
"ford fairmont (auto)_78"	"domestic"	"weight"	2965
"ford fairmont (man)_78"	"domestic"	"weight"	2720
"plymouth volare_78"	"domestic"	"weight"	3430
"amc concord_78"	"domestic"	"weight"	3210
"buick century special_78"	"domestic"	"weight"	3380
"mercury zephyr_78"	"domestic"	"weight"	3070
"dodge aspen_78"	"domestic"	"weight"	3620
"amc concord d/l_78"	"domestic"	"weight"	3410
"chevrolet monte carlo landau_78"	"domestic"	"weight"	3425
"buick regal sport coupe (turbo)_78"	"domestic"	"weight"	3445
"ford futura_78"	"domestic"	"weight"	3205
"dodge magnum xe_78"	"domestic"	"weight"	4080
"chevrolet chevette_78"	"domestic"	"weight"	2155
"toyota corona_78"	"Asia"	"weight"	2560
"datsun 510_78"	"Asia"	"weight"	2300
"dodge omni_78"	"domestic"	"weight"	2230
"toyota celica gt liftback_78"	"Asia"	"weight"	2515
"plymouth sapporo_78"	"domestic"	"weight"	2745
"oldsmobile starfire sx_78"	"domestic"	"weight"	2855
"datsun 200-sx_78"	"Asia"	"weight"	2405
"audi 5000_78"	"Europe"	"weight"	2830
"volvo 264gl_78"	"Europe"	"weight"	3140
"saab 99gle_78"	"Europe"	"weight"	2795
"peugeot 604sl_78"	"Europe"	"weight"	3410
"volkswagen scirocco_78"	"Europe"	"weight"	1990
"honda accord lx_78"	"Asia"	"weight"	2135
"pontiac lemans v6_79"	"domestic"	"weight"	3245
"mercury zephyr 6_79"	"domestic"	"weight"	2990
"ford fairmont 4_79"	"domestic"	"weight"	2890
"amc concord dl 6_79"	"domestic"	"weight"	3265
"dodge aspen 6_79"	"domestic"	"weight"	3360
"chevrolet caprice classic_79"	"domestic"	"weight"	3840
"ford ltd landau_79"	"domestic"	"weight"	3725
"mercury grand marquis_79"	"domestic"	"weight"	3955
"dodge st. regis_79"	"domestic"	"weight"	3830
"buick estate wagon (sw)_79"	"domestic"	"weight"	4360
"ford country squire (sw)_79"	"domestic"	"weight"	4054
"chevrolet malibu classic (sw)_79"	"domestic"	"weight"	3605
"chrysler lebaron town @ country (sw)_79"	"domestic"	"weight"	3940
"vw rabbit custom_79"	"Europe"	"weight"	1925
"maxda glc deluxe_79"	"Asia"	"weight"	1975
"dodge colt hatchback custom_79"	"domestic"	"weight"	1915
"amc spirit dl_79"	"domestic"	"weight"	2670
"mercedes benz 300d_79"	"Europe"	"weight"	3530
"cadillac eldorado_79"	"domestic"	"weight"	3900
"peugeot 504_79"	"Europe"	"weight"	3190
"oldsmobile cutlass salon brougham_79"	"domestic"	"weight"	3420
"plymouth horizon_79"	"domestic"	"weight"	2200
"plymouth horizon tc3_79"	"domestic"	"weight"	2150
"datsun 210_79"	"Asia"	"weight"	2020
"fiat strada custom_79"	"Europe"	"weight"	2130
"buick skylark limited_79"	"domestic"	"weight"	2670
"chevrolet citation_79"	"domestic"	"weight"	2595
"oldsmobile omega brougham_79"	"domestic"	"weight"	2700
"pontiac phoenix_79"	"domestic"	"weight"	2556
"vw rabbit_80"	"Europe"	"weight"	2144
"toyota corolla tercel_80"	"Asia"	"weight"	1968
"chevrolet chevette_80"	"domestic"	"weight"	2120
"datsun 310_80"	"Asia"	"weight"	2019
"chevrolet citation_80"	"domestic"	"weight"	2678
"ford fairmont_80"	"domestic"	"weight"	2870
"amc concord_80"	"domestic"	"weight"	3003
"dodge aspen_80"	"domestic"	"weight"	3381
"audi 4000_80"	"Europe"	"weight"	2188
"toyota corona liftback_80"	"Asia"	"weight"	2711
"mazda 626_80"	"Asia"	"weight"	2542
"datsun 510 hatchback_80"	"Asia"	"weight"	2434
"toyota corolla_80"	"Asia"	"weight"	2265
"mazda glc_80"	"Asia"	"weight"	2110
"dodge colt_80"	"domestic"	"weight"	2800
"datsun 210_80"	"Asia"	"weight"	2110
"vw rabbit c (diesel)_80"	"Europe"	"weight"	2085
"vw dasher (diesel)_80"	"Europe"	"weight"	2335
"audi 5000s (diesel)_80"	"Europe"	"weight"	2950
"mercedes-benz 240d_80"	"Europe"	"weight"	3250
"honda civic 1500 gl_80"	"Asia"	"weight"	1850
"renault lecar deluxe_80"	"Europe"	"weight"	1835
"subaru dl_80"	"Asia"	"weight"	2145
"vokswagen rabbit_80"	"Europe"	"weight"	1845
"datsun 280-zx_80"	"Asia"	"weight"	2910
"mazda rx-7 gs_80"	"Asia"	"weight"	2420
"triumph tr7 coupe_80"	"Europe"	"weight"	2500
"ford mustang cobra_80"	"domestic"	"weight"	2905
"honda accord_80"	"Asia"	"weight"	2290
"plymouth reliant_81"	"domestic"	"weight"	2490
"buick skylark_81"	"domestic"	"weight"	2635
"dodge aries wagon (sw)_81"	"domestic"	"weight"	2620
"chevrolet citation_81"	"domestic"	"weight"	2725
"toyota starlet_81"	"Asia"	"weight"	1755
"plymouth champ_81"	"domestic"	"weight"	1875
"honda civic 1300_81"	"Asia"	"weight"	1760
"subaru_81"	"Asia"	"weight"	2065
"datsun 210 mpg_81"	"Asia"	"weight"	1975
"toyota tercel_81"	"Asia"	"weight"	2050
"mazda glc 4_81"	"Asia"	"weight"	1985
"plymouth horizon 4_81"	"domestic"	"weight"	2215
"ford escort 4w_81"	"domestic"	"weight"	2045
"ford escort 2h_81"	"domestic"	"weight"	2380
"volkswagen jetta_81"	"Europe"	"weight"	2190
"renault 18i_81"	"Europe"	"weight"	2320
"honda prelude_81"	"Asia"	"weight"	2210
"toyota corolla_81"	"Asia"	"weight"	2350
"datsun 200sx_81"	"Asia"	"weight"	2615
"mazda 626_81"	"Asia"	"weight"	2635
"peugeot 505s turbo diesel_81"	"Europe"	"weight"	3230
"volvo diesel_81"	"Europe"	"weight"	3160
"toyota cressida_81"	"Asia"	"weight"	2900
"datsun 810 maxima_81"	"Asia"	"weight"	2930
"buick century_81"	"domestic"	"weight"	3415
"oldsmobile cutlass ls_81"	"domestic"	"weight"	3725
"ford granada gl_81"	"domestic"	"weight"	3060
"chrysler lebaron salon_81"	"domestic"	"weight"	3465
"chevrolet cavalier_82"	"domestic"	"weight"	2605
"chevrolet cavalier wagon_82"	"domestic"	"weight"	2640
"chevrolet cavalier 2-door_82"	"domestic"	"weight"	2395
"pontiac j2000 se hatchback_82"	"domestic"	"weight"	2575
"dodge aries se_82"	"domestic"	"weight"	2525
"pontiac phoenix_82"	"domestic"	"weight"	2735
"ford fairmont futura_82"	"domestic"	"weight"	2865
"amc concord dl_82"	"domestic"	"weight"	3035
"volkswagen rabbit l_82"	"Europe"	"weight"	1980
"mazda glc custom l_82"	"Asia"	"weight"	2025
"mazda glc custom_82"	"Asia"	"weight"	1970
"plymouth horizon miser_82"	"domestic"	"weight"	2125
"mercury lynx l_82"	"domestic"	"weight"	2125
"nissan stanza xe_82"	"Asia"	"weight"	2160
"honda accord_82"	"Asia"	"weight"	2205
"toyota corolla_82"	"Asia"	"weight"	2245
"honda civic_82"	"Asia"	"weight"	1965
"honda civic (auto)_82"	"Asia"	"weight"	1965
"datsun 310 gx_82"	"Asia"	"weight"	1995
"buick century limited_82"	"domestic"	"weight"	2945
"oldsmobile cutlass ciera (diesel)_82"	"domestic"	"weight"	3015
"chrysler lebaron medallion_82"	"domestic"	"weight"	2585
"ford granada l_82"	"domestic"	"weight"	2835
"toyota celica gt_82"	"Asia"	"weight"	2665
"dodge charger 2.2_82"	"domestic"	"weight"	2370
"chevrolet camaro_82"	"domestic"	"weight"	2950
"ford mustang gl_82"	"domestic"	"weight"	2790
"vw pickup_82"	"Europe"	"weight"	2130
"dodge rampage_82"	"domestic"	"weight"	2295
"ford ranger_82"	"domestic"	"weight"	2625
"chevy s-10_82"	"domestic"	"weight"	2720
"chevrolet chevelle malibu_70"	"domestic"	"acceleration"	12
"buick skylark 320_70"	"domestic"	"acceleration"	11.5
"plymouth satellite_70"	"domestic"	"acceleration"	11
"amc rebel sst_70"	"domestic"	"acceleration"	12
"ford torino_70"	"domestic"	"acceleration"	10.5
"ford galaxie 500_70"	"domestic"	"acceleration"	10
"chevrolet impala_70"	"domestic"	"acceleration"	9
"plymouth fury iii_70"	"domestic"	"acceleration"	8.5
"pontiac catalina_70"	"domestic"	"acceleration"	10
"amc ambassador dpl_70"	"domestic"	"acceleration"	8.5
"dodge challenger se_70"	"domestic"	"acceleration"	10
"plymouth 'cuda 340_70"	"domestic"	"acceleration"	8
"chevrolet monte carlo_70"	"domestic"	"acceleration"	9.5
"buick estate wagon (sw)_70"	"domestic"	"acceleration"	10
"toyota corona mark ii_70"	"Asia"	"acceleration"	15
"plymouth duster_70"	"domestic"	"acceleration"	15.5
"amc hornet_70"	"domestic"	"acceleration"	15.5
"ford maverick_70"	"domestic"	"acceleration"	16
"datsun pl510_70"	"Asia"	"acceleration"	14.5
"volkswagen 1131 deluxe sedan_70"	"Europe"	"acceleration"	20.5
"peugeot 504_70"	"Europe"	"acceleration"	17.5
"audi 100 ls_70"	"Europe"	"acceleration"	14.5
"saab 99e_70"	"Europe"	"acceleration"	17.5
"bmw 2002_70"	"Europe"	"acceleration"	12.5
"amc gremlin_70"	"domestic"	"acceleration"	15
"ford f250_70"	"domestic"	"acceleration"	14
"chevy c20_70"	"domestic"	"acceleration"	15
"dodge d200_70"	"domestic"	"acceleration"	13.5
"hi 1200d_70"	"domestic"	"acceleration"	18.5
"datsun pl510_71"	"Asia"	"acceleration"	14.5
"chevrolet vega 2300_71"	"domestic"	"acceleration"	15.5
"toyota corona_71"	"Asia"	"acceleration"	14
"ford pinto_71"	"domestic"	"acceleration"	19
"amc gremlin_71"	"domestic"	"acceleration"	13
"plymouth satellite custom_71"	"domestic"	"acceleration"	15.5
"chevrolet chevelle malibu_71"	"domestic"	"acceleration"	15.5
"ford torino 500_71"	"domestic"	"acceleration"	15.5
"amc matador_71"	"domestic"	"acceleration"	15.5
"chevrolet impala_71"	"domestic"	"acceleration"	12
"pontiac catalina brougham_71"	"domestic"	"acceleration"	11.5
"ford galaxie 500_71"	"domestic"	"acceleration"	13.5
"plymouth fury iii_71"	"domestic"	"acceleration"	13
"dodge monaco (sw)_71"	"domestic"	"acceleration"	11.5
"ford country squire (sw)_71"	"domestic"	"acceleration"	12
"pontiac safari (sw)_71"	"domestic"	"acceleration"	12
"amc hornet sportabout (sw)_71"	"domestic"	"acceleration"	13.5
"chevrolet vega (sw)_71"	"domestic"	"acceleration"	19
"pontiac firebird_71"	"domestic"	"acceleration"	15
"ford mustang_71"	"domestic"	"acceleration"	14.5
"mercury capri 2000_71"	"domestic"	"acceleration"	14
"opel 1900_71"	"Europe"	"acceleration"	14
"peugeot 304_71"	"Europe"	"acceleration"	19.5
"fiat 124b_71"	"Europe"	"acceleration"	14.5
"toyota corolla 1200_71"	"Asia"	"acceleration"	19
"datsun 1200_71"	"Asia"	"acceleration"	18
"volkswagen model 111_71"	"Europe"	"acceleration"	19
"plymouth cricket_71"	"domestic"	"acceleration"	20.5
"toyota corona hardtop_72"	"Asia"	"acceleration"	15.5
"dodge colt hardtop_72"	"domestic"	"acceleration"	17
"volkswagen type 3_72"	"Europe"	"acceleration"	23.5
"chevrolet vega_72"	"domestic"	"acceleration"	19.5
"ford pinto runabout_72"	"domestic"	"acceleration"	16.5
"chevrolet impala_72"	"domestic"	"acceleration"	12
"pontiac catalina_72"	"domestic"	"acceleration"	12
"plymouth fury iii_72"	"domestic"	"acceleration"	13.5
"ford galaxie 500_72"	"domestic"	"acceleration"	13
"amc ambassador sst_72"	"domestic"	"acceleration"	11.5
"mercury marquis_72"	"domestic"	"acceleration"	11
"buick lesabre custom_72"	"domestic"	"acceleration"	13.5
"oldsmobile delta 88 royale_72"	"domestic"	"acceleration"	13.5
"chrysler newport royal_72"	"domestic"	"acceleration"	12.5
"mazda rx2 coupe_72"	"Asia"	"acceleration"	13.5
"amc matador (sw)_72"	"domestic"	"acceleration"	12.5
"chevrolet chevelle concours (sw)_72"	"domestic"	"acceleration"	14
"ford gran torino (sw)_72"	"domestic"	"acceleration"	16
"plymouth satellite custom (sw)_72"	"domestic"	"acceleration"	14
